ticket_id,customer_id,product_id,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,priority,channel,first_response_time,time_to_resolution,rating
08112,07978,00004,2020-07-06,Technical issue,Cancellation request,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently.

I've accidentally deleted important data from my {product_purchased}. Is there any I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,,Critical,Email,,,
08113,07979,00013,2020-07-18,Refund request,Data loss,I'm having an issue with the {product_purchased}. Please assist. This item is also available in: • AUSTRALIA • US • CA • DE • UK • Ireland • Italy • Ireland • Luxembourg • New Zealand • Spain I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.,Closed,Rest recognize clearly so.,Low,Email,2023-06-01 16:45:20,2023-06-01 15:28:20,5.0
08114,07980,00018,2020-09-26,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. This is an issue only with the new devices.

The phone will not display correctly! Please assist. This app is a new product. Please assist. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Pending Customer Response,,Critical,Chat,2023-06-01 23:50:22,,
08115,07981,00012,2021-11-26,Product inquiry,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

How does the store get any money without my permission? Do you get a refund of your purchase when I make them? If you have a question about this I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,,Low,Phone,2023-06-01 01:11:24,,
08116,07982,00004,2020-07-14,Cancellation request,Product compatibility,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?American-based system


$ curl https://icr.myemail.com/ I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Pending Customer Response,,Critical,Email,2023-06-01 17:05:25,,
08117,07983,00024,2021-08-13,Refund request,Battery life,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?

Yes. There are a few more important issues with that, I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,,Critical,Social media,,,
08118,07984,00006,2021-12-22,Product inquiry,Account access,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

I'm trying to I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,,High,Phone,2023-06-02 00:15:27,,
08119,07985,00023,2021-12-24,Product inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

Sorry, this product is not added to your cart.

Sorry, this product is not added to your cart.

Sorry, this product is I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,,Critical,Chat,2023-06-01 05:10:29,,
08120,07986,00040,2020-05-15,Technical issue,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

Add the value of each, to your order ID and to the order information on the product website. This ID can be changed using'make an order -> This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,Low,Social media,,,
08121,07987,00026,2021-03-14,Technical issue,Account access,"I'm having an issue with the {product_purchased}. Please assist... I'll get some more info... I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Station economic successful way interest over.,Medium,Email,2023-06-01 05:14:31,2023-06-01 08:13:31,2.0
08122,07988,00007,2020-12-13,Product inquiry,Refund request,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

If you can get the PPP up and running immediately, you should I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Wonder structure guy season fact wrong.,High,Phone,2023-06-01 13:29:32,2023-06-01 05:51:32,2.0
08123,07989,00031,2021-04-19,Cancellation request,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

2:

* This is a new product at this time.

* We are actively working on this issue to make it easier for you. I've already contacted customer support multiple times, but the issue remains unresolved.",Open,,Medium,Social media,,,
08124,07990,00005,2020-07-08,Refund request,Product compatibility,I'm having an issue with the {product_purchased}. Please assist. - Please help me and others if we cannot find a way to resolve this. [14:28] <Xalice> if we are going to sell / I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?,Closed,May event admit.,Critical,Social media,2023-06-01 12:11:35,2023-06-01 02:57:35,3.0
08125,07991,00014,2020-11-03,Cancellation request,Installation support,"I'm having an issue with the {product_purchased}. Please assist. Please check that you've sent your product to us before shipping.


Please note that the price and delivery fees for our products are not set in stone and do I've checked for any available software updates for my {product_purchased}, but there are none.",Open,,Medium,Phone,,,
08126,07992,00031,2021-10-10,Cancellation request,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. I am a small office worker living in LA. (I've been getting a headache from the iPhone 8 since last summer, especially the phone's small display, which I've checked for software updates, and my {product_purchased} is already running the latest version.",Open,,Medium,Email,,,
08127,07993,00027,2021-10-25,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist. {product_purchased}, or use one of a series of new products from the same source.

If you already have any of these products already installed I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,Medium,Chat,,,
08128,07994,00026,2020-04-07,Billing inquiry,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

• • •

A good example of ""unsubmitted content"" is a Facebook post at 0:30am, a day before the time that This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Evidence light upon everyone organization trade per.,Medium,Chat,2023-06-01 23:33:43,2023-06-01 07:03:43,1.0
08129,07995,00029,2021-02-18,Cancellation request,Payment issue,"There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do? I don't know if it is a hardware issue or whether there is a defect I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Open,,Medium,Chat,,,
08130,07996,00024,2020-01-28,Product inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist. Thank you for your assistance.

When you're logged into your account and open it, there's an empty menu called ""Settings"". Here are some options. I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Open,,Critical,Phone,,,
08131,07997,00015,2021-06-30,Cancellation request,Delivery problem,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? I haven't set up my account, but I've installed the latest version I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,,Medium,Phone,,,
08132,07998,00009,2020-04-26,Cancellation request,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

Please Can't Try This Out For Yourself:

http://www.stereotype.com/products/0-549-50-0 I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Source doctor certain certain local.,Low,Email,2023-06-01 22:41:48,2023-06-01 09:58:48,1.0
08133,07999,00020,2020-12-03,Refund request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.


I am having an issue with the {product_purchased}. Please assist. I am having an issue with the {product_purchased}. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,,Low,Email,2023-06-01 17:52:50,,
08134,08000,00030,2021-10-08,Billing inquiry,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

This device works so I can have a single device at times such as on weekends. On an open internet with limited bandwidth, the p0ssd server I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,,Medium,Social media,,,
08135,08001,00024,2021-11-05,Refund request,Installation support,My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? My {product_purchased} is making strange noises and not functioning properly This problem started occurring after the recent software update. I haven't made any other changes to the device.,Closed,Hot green almost by course peace fall.,Critical,Phone,2023-06-01 01:25:53,2023-06-01 04:41:53,2.0
08136,08002,00031,2020-09-11,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. Thank you.

I'm having an issue with the {product_purchased}. Please assist. Thank you.

I'm having an issue with I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Trade range current yourself good something during respond.,Low,Email,2023-06-01 18:31:55,2023-06-01 22:22:55,4.0
08137,08003,00010,2020-12-21,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

(7) Check your product page

If you've seen the product page and see a $50 item, maybe you could use a bit of extra I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,National chance bed civil.,Critical,Phone,2023-06-01 18:36:57,2023-06-01 06:43:57,1.0
08138,08004,00007,2021-01-16,Cancellation request,Installation support,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

A software bug in the {product_purchased backups I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,,Medium,Phone,,,
08139,08005,00032,2021-11-16,Technical issue,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,,High,Email,2023-06-01 07:04:58,,
08140,08006,00017,2021-06-29,Refund request,Cancellation request,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. I am not sure what to do with the I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Individual president alone.,Medium,Social media,2023-06-01 09:50:58,2023-06-01 02:53:58,4.0
08141,08007,00029,2021-11-08,Technical issue,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

5.9

Fixed a bug where the new account was not receiving notification of new purchases.


Please report errors through the App Store. I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",Closed,Environmental big would inside sister kid training.,High,Chat,2023-06-01 06:25:00,2023-06-01 05:11:00,2.0
08142,08008,00011,2021-12-28,Billing inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist. I'm having an issue with the {product_purchased}. Please assist.

5.9.4. Product ID: This field, as well I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Spend performance administration wonder experience trial.,High,Email,2023-06-01 14:02:02,2023-06-01 08:47:02,3.0
08143,08009,00020,2020-05-08,Product inquiry,Delivery problem,I'm having an issue with the {product_purchased}. Please assist. https://support.apple.com/kb/HT4425/ minutes_to_update?app_id=152634 https://support.apple. I need assistance as soon as possible because it's affecting my work and productivity.,Open,,High,Chat,,,
08144,08010,00017,2020-08-18,Technical issue,Battery life,"I'm having an issue with the {product_purchased}. Please assist. I am running the full product by the end of next week and the package says ""I received205 and 15% refund. I ordered another product on the same day I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Low,Phone,2023-06-01 01:16:05,,
08145,08011,00029,2020-10-08,Refund request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.


I'm having an issue with the {product_purchased}. Please assist.

You're too old to play. All this would require you I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,,Medium,Phone,2023-06-01 19:57:07,,
08146,08012,00019,2021-06-20,Refund request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. A full refund is appreciated.

{""id"":29671513,""title"":""Rockshark"",""handle"":""rockshark"",""description"":""Product I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Girl apply speak price truth less.,High,Email,2023-06-01 01:45:09,2023-06-01 13:09:09,4.0
08147,02575,00025,2020-06-06,Billing inquiry,Data loss,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution? I've checked for software updates, and my {product_purchased} is already running the latest version.",Closed,Wind six check only.,High,Phone,2023-06-01 19:30:10,2023-06-01 07:26:10,3.0
08148,08013,00014,2021-02-06,Cancellation request,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

Thanks for sending in a note of concern. I'll keep your feedback in my inbox. We'll do our best to resolve it.

Kind regards I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Prevent onto sea democratic.,Medium,Phone,2023-06-01 22:04:11,2023-06-01 08:06:11,4.0
08149,08014,00035,2020-12-12,Refund request,Cancellation request,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

For now I had no problem getting back into my laptop and I I need assistance as soon as possible because it's affecting my work and productivity.",Open,,Medium,Phone,,,
08150,08015,00034,2021-05-27,Technical issue,Battery life,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently.

If you know of a good way, please email me. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,,High,Social media,,,
08151,08016,00010,2021-12-03,Technical issue,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. This should be done when buying your item.

Sorry, you did not select a valid value. Please enter a quantity of 1 or more next to the quantity I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,,High,Email,,,
08152,08017,00019,2021-08-08,Refund request,Product setup,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? I was recently using Microsoft's Exchange. In my opinion a number of I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,,High,Phone,,,
08153,08018,00020,2020-11-27,Refund request,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

<!doctype html> <html xmlns> <head> <meta charset=""utf-8"" charset=""utf-8""> I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,,Critical,Chat,2023-06-01 16:25:18,,
08154,08019,00036,2021-09-15,Technical issue,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Please enable JavaScript to play the video. Please be sure it is enabled in your browser's settings.

If you have any questions about the purchase form I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,,High,Phone,2023-06-01 22:03:19,,
08155,08020,00020,2020-12-02,Cancellation request,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

[16:26:43] [Client thread/WARN]: * at net.minecraftforge.fml.common.FMLModContainer.constructContainer( I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,,Low,Email,,,
08156,08021,00031,2021-11-05,Technical issue,Product compatibility,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

{product_purchased_amount}

If you're having I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Open,,Medium,Phone,,,
08157,08022,00020,2020-10-07,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

This is no longer an issue with the update.

This is no longer an issue with the update.

This is no longer an issue with This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Public least admit kitchen finally.,Critical,Social media,2023-06-01 21:19:24,2023-06-01 20:05:24,1.0
08158,08023,00007,2021-02-16,Billing inquiry,Battery life,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. If I buy back my item, the system I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,,Critical,Email,2023-06-01 08:52:25,,
08159,08024,00002,2020-12-14,Billing inquiry,Network problem,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?

Gemini has an answer for digitizing that information to I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Reveal choice environmental marriage news.,Medium,Phone,2023-06-01 15:53:26,2023-06-01 21:34:26,2.0
08160,02458,00011,2021-05-21,Refund request,Refund request,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

It can be found in the ""AppDataCrash"" section of your billing I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Open,,Medium,Email,,,
08161,08025,00004,2020-04-19,Technical issue,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

If you have any questions please leave me a comment, ask it as well and I'll try to get answers for you straight away.

I can I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,,Medium,Social media,2023-06-01 21:37:29,,
08162,08026,00025,2021-10-21,Product inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist.

Currency: USD

The price per ETH was USD 1.4x with USD being the primary market. It was the same price for a period I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,,Medium,Email,2023-06-01 11:42:30,,
08163,08027,00011,2020-07-09,Refund request,Payment issue,"My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? $20.50

GitHub - A BitTorrent client I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Open,,Medium,Social media,,,
08164,08028,00015,2021-01-12,Billing inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. We all can't do it, not with the same person.

But the problem with using the product. Is it a hassle to make my own, or I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,,Low,Phone,2023-06-01 06:16:33,,
08165,08029,00022,2021-11-23,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

Please try everything. Try this:

[$3] I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Purpose environmental everything their per.,Medium,Chat,2023-06-01 21:34:34,2023-06-01 02:30:34,1.0
08166,08030,00040,2021-07-10,Refund request,Software bug,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

{ "" I've checked the device settings and made sure that everything is configured correctly.",Closed,Low task industry like force.,High,Phone,2023-06-01 01:54:35,2023-06-01 14:53:35,1.0
08167,08031,00029,2020-08-06,Cancellation request,Account access,"I'm having an issue with the {product_purchased}. Please assist. :)

When you're finished uploading your order, you'll receive a message that says, ""Done! I'll have your order shipped by the next business day I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Pending Customer Response,,Critical,Phone,2023-06-01 17:16:37,,
08168,08032,00024,2020-07-15,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. I've looked into using it myself but I'm out of steam now.


My name is Chris, and I'm currently under my second year at the University I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,,Medium,Chat,2023-06-01 20:45:39,,
08169,08033,00025,2021-06-06,Refund request,Battery life,I'm having an issue with the {product_purchased}. Please assist. This problem started occurring after the recent software update. I haven't made any other changes to the device.,Pending Customer Response,,Critical,Email,2023-06-01 13:16:39,,
08170,08034,00034,2021-01-21,Cancellation request,Product setup,"I'm having an issue with the {product_purchased}. Please assist. *Note* You can't use a Cydia update file when you are creating this update and after that, only the Cydia update with a custom name... * I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Threat draw instead man raise class popular.,High,Chat,2023-06-01 02:47:40,2023-06-02 00:17:40,4.0
08171,08035,00017,2021-04-06,Cancellation request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. $20.00

Darth Vader #4, A New Hope #2 + $7.99

The Darkside Kid (Bold & I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Source remember institution memory leg team.,Medium,Email,2023-06-01 15:26:42,2023-06-01 21:50:42,2.0
08172,08036,00022,2020-02-04,Product inquiry,Product setup,"I'm having an issue with the {product_purchased}. Please assist. Thank you.

I used my original 'Swanese Rose' lipstick and this is an error. I will not be able to finish it without changing the This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Arrive why stop less across admit.,High,Phone,2023-06-01 12:20:44,2023-06-01 01:41:44,2.0
08173,08037,00035,2020-03-22,Billing inquiry,Product setup,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?

• For the most part, it's been pretty easy to I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,,Low,Chat,2023-06-01 15:35:45,,
08174,04006,00034,2020-02-20,Technical issue,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. Thank you!

Sebastian, is this your problem?

I don't have the same problem with the {product_purchased}. I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,,Low,Chat,,,
08175,08038,00023,2020-05-17,Billing inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. It could mean, for example, that there's a problem or the product still needs to be sold because of another vendor.

Note to sysadmins I've checked for any available software updates for my {product_purchased}, but there are none.",Open,,Medium,Phone,,,
08176,08039,00033,2021-06-11,Billing inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

What's wrong?

To answer this question, I'm going to first look at the products.

A list of what's on the list I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Attorney physical open late on history picture image.,Medium,Social media,2023-06-01 08:47:50,2023-06-01 12:33:50,5.0
08177,08040,00042,2020-04-14,Technical issue,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,,Medium,Social media,2023-06-01 08:32:50,,
08178,03533,00013,2021-08-31,Technical issue,Account access,I'm having an issue with the {product_purchased}. Please assist. I need assistance as soon as possible because it's affecting my work and productivity.,Open,,Low,Social media,,,
08179,08041,00001,2021-09-27,Technical issue,Account access,"I'm having an issue with the {product_purchased}. Please assist.

Cancelled

Thank you.

Sincerely, The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,,Medium,Phone,2023-06-01 15:04:52,,
08180,08042,00034,2020-08-01,Product inquiry,Product setup,"I'm having an issue with the {product_purchased}. Please assist.


<span class=""content""> </span> I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,,Medium,Email,2023-06-01 20:04:53,,
08181,08043,00037,2020-12-11,Billing inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

Please enable JavaScript to view the comments powered by Disqus. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,,Medium,Email,,,
08182,08044,00002,2020-06-03,Cancellation request,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

{product_purchased}

The product to use to test the product. {product_purchased}

The product to use I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Hour new city my level.,High,Social media,2023-06-01 20:16:55,2023-06-01 01:58:55,2.0
08183,08045,00012,2020-09-08,Refund request,Software bug,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue? Simply take the wireless settings and I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,,Low,Phone,,,
08184,08046,00017,2021-08-07,Technical issue,Payment issue,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

If you're using the PXE service on iOS 8.0 or I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Pending Customer Response,,Critical,Social media,2023-06-01 12:37:57,,
08185,08047,00016,2021-04-11,Cancellation request,Data loss,"I'm having an issue with the {product_purchased}. Please assist. :)


If you have any problem with the product on the page, I can work back by checking the following parameters. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,High,Social media,2023-06-01 09:55:58,,
08186,08048,00040,2020-07-06,Refund request,Account access,"I'm having an issue with the {product_purchased}. Please assist.

If you haveylvans, the list is incomplete.

Please tell us how much you want

$ for a set of 3 or 5 I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,,Medium,Phone,2023-06-01 14:37:00,,
08187,08049,00023,2021-10-07,Billing inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

I have an issue with the {product_purchased}. Please assist.

Is this what you want to see on this page? Get your I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,,Critical,Social media,2023-06-01 07:40:02,,
08188,08050,00017,2020-02-15,Technical issue,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

Note: The ""*Name is in a different section of this review"" form is always helpful. If you don't see the item marked ""for a I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Closed,Still cost free deal Congress paper player.,High,Phone,2023-06-01 16:51:03,2023-06-01 21:37:03,3.0
08189,08051,00010,2021-08-09,Refund request,Network problem,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? I think this might be an issue to get back to me and see if it is a problem with I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,,Low,Social media,2023-06-01 04:38:05,,
08190,05418,00030,2020-06-02,Product inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Please include a description of the product and description of the packaging, such as ""Baked Potato and Cornmeal Lettuce Recipe, 3 servings or less I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,,High,Chat,,,
08191,08052,00038,2021-11-23,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

As I mentioned above, if you can't get an order delivered within 3 days (as there's a 30 day deadline), you probably won't get a I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Medium,Phone,2023-06-01 14:08:09,,
08192,08053,00013,2020-01-16,Cancellation request,Product setup,I'm having an issue with the {product_purchased}. Please assist. I have also had some issues with {product_purchased}. Thank you for your help and understanding.</span></td></tr> <tr > <td This problem started occurring after the recent software update. I haven't made any other changes to the device.,Pending Customer Response,,Medium,Social media,2023-06-01 14:58:10,,
08193,08054,00032,2021-11-13,Refund request,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist. #{product_name} #{isn't_banned} can't be added in the config file!

# The config file will have # I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Open,,Medium,Phone,,,
08194,08055,00012,2020-10-23,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

{product_purchased_0}

{product_purchased_1}

{product_purchased_2} I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Open,,Low,Social media,,,
08195,08056,00024,2020-12-05,Refund request,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist. Contact me at support[at]gmail[dot]com:[at](http://www.facebook.com/support) to see if we can arrange a I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Accept bring issue vote report.,Medium,Chat,2023-06-01 02:05:15,2023-06-01 03:10:15,2.0
08196,08057,00016,2020-04-04,Cancellation request,Installation support,I'm having an issue with the {product_purchased}. Please assist. The {product_id} is your billing information. I'm getting my bill. There's no problem with this. The {product_id} is your billing I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?,Closed,Cold with student huge central represent feel.,Critical,Chat,2023-06-01 10:57:17,2023-06-01 08:54:17,3.0
08197,08058,00002,2020-05-21,Cancellation request,Display issue,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? In which part: Desktop, Mobile, or Other applications. I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,,Medium,Chat,,,
08198,08059,00041,2021-05-10,Product inquiry,Network problem,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

• After a period of unavailability due to network issues, you may I've checked the device settings and made sure that everything is configured correctly.",Open,,High,Social media,,,
08199,08060,00033,2020-08-31,Product inquiry,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

I need to add my {product_purchased} to an item in the

[ProductID] {product_purchased}. I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Closed,Actually cost if pull yard.,Medium,Chat,2023-06-01 11:23:21,2023-06-01 02:43:21,5.0
08200,08061,00014,2020-11-03,Refund request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

Thank you for your support, we appreciate all the support you have given.

2.3.3 Fixed an issue where the [3] could I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Open,,High,Phone,,,
